mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.43109707832336425,0.06596799908322969,0.05058975219726562,0.004116224627189934,0.1,{'clf__alpha': 0.1},0.7630716334420038,0.7706229070263866,0.783031191682218,0.7718847976238183,0.7800525803713747,0.7737326220291603,0.007115430150412918,2
0.4070733070373535,0.08259725758383842,0.04778909683227539,0.006695171100013051,0.5,{'clf__alpha': 0.5},0.7653680241839611,0.7779045828857858,0.781549539757481,0.7777553787111777,0.7822336321279382,0.7769622315332688,0.006079042910681933,1
0.4070908546447754,0.050574292944219,0.049313592910766604,0.00721045340546751,1.0,{'clf__alpha': 1.0},0.7665878663906616,0.7717051106725207,0.7795780335150415,0.7696805384396626,0.7744620623668339,0.7724027222769442,0.004414418846059176,3
0.455185079574585,0.09206158391512057,0.059646987915039064,0.020123946766763653,1.5,{'clf__alpha': 1.5},0.7561848635235732,0.7718236938582832,0.7793218454697054,0.7710290789186456,0.7684708253396121,0.769366061421964,0.007516231051148801,4
0.39170269966125487,0.04346776369087898,0.05040383338928223,0.008874987335902668,2.0,{'clf__alpha': 2.0},0.7501117828120861,0.7619824492509633,0.7800043178128486,0.7646276070144004,0.7650480603022762,0.7643548434385149,0.009528420939176808,5
