mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__C,param_clf__max_iter,param_clf__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.34363317489624023,0.011083415443951868,0.04136524200439453,0.0022780819283423183,0.1,2000,0.01,"{'clf__C': 0.1, 'clf__max_iter': 2000, 'clf__tol': 0.01}",0.7809824852016172,0.784547803431339,0.7776928021265702,0.7747562614804375,0.7849826751083939,0.7805924054696715,0.003938021811608519,4
0.36123337745666506,0.0071398760793563235,0.041156435012817384,0.0008136635534526236,1.0,500,0.0001,"{'clf__C': 1.0, 'clf__max_iter': 500, 'clf__tol': 0.0001}",0.7682411722962049,0.7799342784578986,0.7804869452070988,0.7826860522460956,0.7726156732587812,0.7767928242932157,0.005455726201748993,13
0.37315974235534666,0.026945655005905702,0.04298701286315918,0.0024493529750700383,1.0,500,0.001,"{'clf__C': 1.0, 'clf__max_iter': 500, 'clf__tol': 0.001}",0.7663425752286432,0.7742473000097296,0.7699305669454923,0.7673802977286568,0.7816933398560347,0.7719188159537114,0.005596586422775348,25
0.3587801456451416,0.012570993707750092,0.043505096435546876,0.0016419918290972568,1.0,500,0.01,"{'clf__C': 1.0, 'clf__max_iter': 500, 'clf__tol': 0.01}",0.7750092826014736,0.7719573291871815,0.7661262331846689,0.7724862518089725,0.7703205660029498,0.7711799325570492,0.002941194501964177,28
0.3728165626525879,0.0071156600674054105,0.04326052665710449,0.0008415755512666654,1.0,1000,0.0001,"{'clf__C': 1.0, 'clf__max_iter': 1000, 'clf__tol': 0.0001}",0.7682411722962049,0.7799342784578986,0.7804869452070988,0.7826860522460956,0.7726156732587812,0.7767928242932157,0.005455726201748993,13
0.36637105941772463,0.03512982157244176,0.044114542007446286,0.005331854323783367,1.0,1000,0.001,"{'clf__C': 1.0, 'clf__max_iter': 1000, 'clf__tol': 0.001}",0.7663425752286432,0.7742473000097296,0.7699305669454923,0.7673802977286568,0.7816933398560347,0.7719188159537114,0.005596586422775348,25
0.3233498573303223,0.008628101549768773,0.03860025405883789,0.0006770280232443554,1.0,1000,0.01,"{'clf__C': 1.0, 'clf__max_iter': 1000, 'clf__tol': 0.01}",0.7750092826014736,0.7719573291871815,0.7661262331846689,0.7724862518089725,0.7703205660029498,0.7711799325570492,0.002941194501964177,28
0.34305787086486816,0.010880613700144755,0.03887639045715332,0.0015149616353881796,1.0,2000,0.0001,"{'clf__C': 1.0, 'clf__max_iter': 2000, 'clf__tol': 0.0001}",0.7682411722962049,0.7799342784578986,0.7804869452070988,0.7826860522460956,0.7726156732587812,0.7767928242932157,0.005455726201748993,13
0.3405440807342529,0.013116761674427374,0.03948268890380859,0.002265488479372225,1.0,2000,0.001,"{'clf__C': 1.0, 'clf__max_iter': 2000, 'clf__tol': 0.001}",0.7663425752286432,0.7742473000097296,0.7699305669454923,0.7673802977286568,0.7816933398560347,0.7719188159537114,0.005596586422775348,25
0.3377708435058594,0.01462900212010008,0.04011712074279785,0.0005182951347320974,1.0,2000,0.01,"{'clf__C': 1.0, 'clf__max_iter': 2000, 'clf__tol': 0.01}",0.7750092826014736,0.7719573291871815,0.7661262331846689,0.7724862518089725,0.7703205660029498,0.7711799325570492,0.002941194501964177,28
0.3413849830627441,0.01298691263350569,0.04267983436584473,0.004896920587890445,10.0,500,0.0001,"{'clf__C': 10.0, 'clf__max_iter': 500, 'clf__tol': 0.0001}",0.7659739238984696,0.7695782445029764,0.7735452780499532,0.7736719357346462,0.7798280348126069,0.7725194833997304,0.004632290151440454,22
0.3419459342956543,0.024264383134858018,0.04202027320861816,0.004467283282514502,10.0,500,0.001,"{'clf__C': 10.0, 'clf__max_iter': 500, 'clf__tol': 0.001}",0.7659739238984696,0.7671514085114458,0.7735452780499532,0.7766277609128023,0.7798280348126069,0.7726252812370556,0.005346956776005578,19
0.31734480857849123,0.009231269321033702,0.039809560775756835,0.0008502220422832339,10.0,500,0.01,"{'clf__C': 10.0, 'clf__max_iter': 500, 'clf__tol': 0.01}",0.7722301280452466,0.7654801704453102,0.7572022864058263,0.7742473000097296,0.7652900509932308,0.7668899871798687,0.006017409440153648,31
0.3301080226898193,0.0076244041208951155,0.038772964477539064,0.0005013296940093912,10.0,1000,0.0001,"{'clf__C': 10.0, 'clf__max_iter': 1000, 'clf__tol': 0.0001}",0.7659739238984696,0.7695782445029764,0.7735452780499532,0.7736719357346462,0.7798280348126069,0.7725194833997304,0.004632290151440454,22
0.3363958358764648,0.010772084355749518,0.03972783088684082,0.0007123588644911765,10.0,1000,0.001,"{'clf__C': 10.0, 'clf__max_iter': 1000, 'clf__tol': 0.001}",0.7659739238984696,0.7671514085114458,0.7735452780499532,0.7766277609128023,0.7798280348126069,0.7726252812370556,0.005346956776005578,19
0.3243077754974365,0.009681773909499487,0.03844342231750488,0.0012275480292350718,10.0,1000,0.01,"{'clf__C': 10.0, 'clf__max_iter': 1000, 'clf__tol': 0.01}",0.7722301280452466,0.7654801704453102,0.7572022864058263,0.7742473000097296,0.7652900509932308,0.7668899871798687,0.006017409440153648,31
0.35105147361755373,0.02344697970562434,0.03861312866210938,0.001604107049701434,10.0,2000,0.0001,"{'clf__C': 10.0, 'clf__max_iter': 2000, 'clf__tol': 0.0001}",0.7659739238984696,0.7695782445029764,0.7735452780499532,0.7736719357346462,0.7798280348126069,0.7725194833997304,0.004632290151440454,22
0.32246127128601076,0.011580034126503868,0.037093400955200195,0.0008015020319864785,10.0,2000,0.001,"{'clf__C': 10.0, 'clf__max_iter': 2000, 'clf__tol': 0.001}",0.7659739238984696,0.7671514085114458,0.7735452780499532,0.7766277609128023,0.7798280348126069,0.7726252812370556,0.005346956776005578,19
0.28778443336486814,0.01466788256317776,0.03581128120422363,0.0012059439362458726,10.0,2000,0.01,"{'clf__C': 10.0, 'clf__max_iter': 2000, 'clf__tol': 0.01}",0.7722301280452466,0.7654801704453102,0.7572022864058263,0.7742473000097296,0.7652900509932308,0.7668899871798687,0.006017409440153648,31
